,full_name,age,religion,workclass,demographic_characteristic,relationship,race,workclass,town,Cluster Id - KMeans
11546,Derek Jodie Gray,18.0,Sikhism,Local-gov,308901.0,Own-child,White,Local-gov,Edinburgh,1
11547,Paul Smith,24.0,Christianity,State-gov,208826.0,Not-in-family,White,State-gov,Edinburgh,1
11548,Craig Hamilton,20.0,Christianity,Private,369677.0,Not-in-family,White,Private,Edinburgh,1
11552,Mr. Richard Roberts,34.0,Christianity,Private,236396.0,Husband,White,Private,Swindon,1
11553,Lewis Guy Kaur,25.0,Christianity,?,119156.0,Own-child,White,?,Edinburgh,1
11554,Mr. Kevin Richard Johnson,22.0,Christianity,Private,320451.0,Own-child,Asian-Pac-Islander,Private,Edinburgh,1
11555,Jason Byrne,42.0,Christianity,Private,38397.0,Not-in-family,White,Private,Edinburgh,1
11557,Miss Timothy Sophie Jackson,53.0,Christianity,Private,286342.0,Not-in-family,White,Private,Edinburgh,1
11559,Ms. Roy Megan Norris,26.0,Christianity,Self-emp-inc,176981.0,Own-child,White,Self-emp-inc,Edinburgh,1
11560,Jason Smith,18.0,Islam,Private,117549.0,Other-relative,Black,Private,Edinburgh,1
11563,Iain Anthony Patel,28.0,Christianity,Self-emp-not-inc,182826.0,Husband,White,Self-emp-not-inc,Leeds,1
11566,Colin Francesca Young,49.0,Christianity,Private,272778.0,Unmarried,White,Private,Edinburgh,1
11567,Gordon Leah Sheppard,45.0,Christianity,Private,279183.0,Own-child,White,Private,Oxford,1
11571,Bruce Thomas,40.0,Christianity,Private,197462.0,Husband,White,Private,Port Ian,1
11572,David Wallace,24.0,Christianity,Private,238831.0,Own-child,White,Private,Edinburgh,1
11575,Miss Richard Edwards,33.0,Christianity,Private,207685.0,Wife,Black,Private,Edinburgh,1
11577,Steven West,19.0,Christianity,Private,243240.0,Not-in-family,White,Private,Edinburgh,1
11578,Mrs. Maurice Bethany James,27.0,Christianity,Private,158734.0,Not-in-family,White,Private,Edinburgh,1
11579,Maurice Hayes,37.0,Christianity,Private,257691.0,Not-in-family,White,Private,Edinburgh,1
11580,William Marsden,27.0,Judaism,Private,144483.0,Own-child,White,Private,Edinburgh,1
11581,Ms. Daniel Evans,20.0,Christianity,Private,209826.0,Own-child,White,Private,Edinburgh,1
11584,Miss Henry Jennifer Roberts,29.0,Judaism,Private,138332.0,Own-child,White,Private,Edinburgh,1
11587,Mr. Kevin Palmer,40.0,Not Stated,Private,79036.0,Not-in-family,White,Private,Oxford,1
11588,Mrs. Mathew Webb,18.0,Not Stated,Private,270544.0,Own-child,White,Private,Edinburgh,1
11590,Gordon Hannah Chambers,36.0,Christianity,Private,231052.0,Unmarried,Black,Private,Edinburgh,1
11592,Mr. Norman Mohammad Brooks,17.0,Christianity,Private,126771.0,Own-child,White,Private,Edinburgh,1
11594,Mr. Justin Clive Webster,27.0,Christianity,Private,328981.0,Unmarried,Black,Private,Edinburgh,1
11596,Mr. Alex Frederick Doherty,24.0,Islam,Private,450695.0,Not-in-family,White,Private,Edinburgh,1
11598,Marc Singh,19.0,Christianity,Private,349620.0,Own-child,White,Private,Edinburgh,1
11601,Jay Watkins,30.0,Christianity,Private,150861.0,Not-in-family,White,Private,Edinburgh,1
11602,Ms. Gregory Alexander,34.0,Christianity,?,335625.0,Not-in-family,White,?,Edinburgh,1
11603,Gareth Stewart Jordan,26.0,Christianity,Private,133766.0,Husband,White,Private,Edinburgh,1
11604,Mr. Owen Ian Edwards,29.0,Christianity,Private,200511.0,Not-in-family,White,Private,Edinburgh,1
11609,Mohammed Nelson,20.0,Not Stated,?,150084.0,Own-child,White,?,Edinburgh,1
11610,Mr. Ricky Nolan,39.0,Christianity,Private,248886.0,Husband,White,Private,Leeds,1
11614,Oliver Davies,19.0,Christianity,Self-emp-not-inc,227310.0,Own-child,White,Self-emp-not-inc,Edinburgh,1
11617,Justin Brookes,35.0,Christianity,Federal-gov,133935.0,Husband,White,Federal-gov,Swindon,1
11619,Mr. Marc Simon Hart,18.0,Christianity,Private,183034.0,Own-child,Black,Private,Edinburgh,1
11620,Roger Mitchell,32.0,Christianity,Private,245487.0,Husband,Amer-Indian-Eskimo,Private,Edinburgh,1
11623,Ms. Joseph Williams,26.0,Christianity,Private,181814.0,Other-relative,White,Private,Edinburgh,1
11624,Mohammad Payne,29.0,Christianity,Private,340917.0,Husband,White,Private,Swindon,1
11628,Mr. Jeffrey Shaw,35.0,Christianity,Federal-gov,226916.0,Not-in-family,White,Federal-gov,Oxford,1
11630,Denis Gordon Patel,18.0,Christianity,Private,96282.0,Own-child,White,Private,Edinburgh,1
11632,Mr. Simon Leslie Hunt,26.0,Christianity,Private,111675.0,Husband,White,Private,Edinburgh,1
11633,Bernard Harris,27.0,Buddhism,Private,139209.0,Unmarried,Black,Private,Edinburgh,1
11635,Dr. Jordan Smart,33.0,Christianity,Self-emp-not-inc,203784.0,Husband,White,Self-emp-not-inc,Edinburgh,1
11639,Mohammad Jones,28.0,Christianity,Private,208725.0,Not-in-family,White,Private,Edinburgh,1
11641,Mrs. Garry Herbert,27.0,Christianity,Private,136951.0,Unmarried,Black,Private,Edinburgh,1
11643,Mr. Frank Samuel Mistry,38.0,Christianity,Private,252947.0,Not-in-family,Black,Private,Edinburgh,1
11644,Kevin Bull,39.0,Christianity,Private,170861.0,Own-child,White,Private,Edinburgh,1
11646,Ross Brennan,42.0,Christianity,Private,510072.0,Unmarried,Black,Private,Swindon,1
11648,Ms. Iain Gould,26.0,Islam,State-gov,183678.0,Not-in-family,White,State-gov,Edinburgh,1
11649,Mr. Sean Clark,50.0,Christianity,Private,209320.0,Husband,White,Private,Swindon,1
11653,Miss Jack Alice Boyle,17.0,Christianity,Private,75333.0,Own-child,Black,Private,Edinburgh,1
11660,Leonard Ian Bradley,19.0,Not Stated,Private,91525.0,Other-relative,White,Private,Edinburgh,1
11661,Mrs. Nicholas Wright,20.0,Not Stated,Private,279968.0,Own-child,White,Private,Edinburgh,1
11662,Lawrence Sally Mason,26.0,Christianity,Private,77698.0,Wife,Asian-Pac-Islander,Private,Edinburgh,1
11664,Mark Darren Coates,30.0,Christianity,Private,202878.0,Not-in-family,White,Private,Edinburgh,1
11665,Dr. Duncan Hall,28.0,Christianity,Private,108431.0,Not-in-family,Black,Private,Edinburgh,1
11666,Miss Michael Mahmood,35.0,Christianity,Private,194490.0,Unmarried,White,Private,Edinburgh,1
11668,Miss Joseph Lloyd,25.0,Christianity,Private,143280.0,Own-child,White,Private,Edinburgh,1
11669,Mr. Arthur White,27.0,Christianity,Private,150062.0,Husband,White,Private,Edinburgh,1
11670,Joel Glen Schofield,28.0,Christianity,Local-gov,298510.0,Own-child,White,Local-gov,Edinburgh,1
11671,Glen Adam Walker,27.0,Christianity,Private,177147.0,Not-in-family,White,Private,Edinburgh,1
11675,Mr. Billy William Wright,35.0,Christianity,Private,62669.0,Husband,White,Private,Swindon,1
11676,Mr. Bruce Leach,24.0,Christianity,Private,229773.0,Own-child,White,Private,Edinburgh,1
11683,Miss Tom Clayton,18.0,Christianity,Private,123856.0,Own-child,White,Private,Edinburgh,1
11684,Brett Julian Randall,24.0,Islam,Private,216181.0,Own-child,White,Private,Edinburgh,1
11688,Mr. Jay Robinson,26.0,Christianity,Private,283087.0,Own-child,Black,Private,Edinburgh,1
11689,Mr. Lee Robinson,35.0,Christianity,Federal-gov,341051.0,Husband,White,Federal-gov,Swindon,1
11691,Russell Kemp,26.0,Christianity,Private,380674.0,Own-child,White,Private,Edinburgh,1
11692,Mr. Paul Murphy,20.0,Christianity,Private,304469.0,Own-child,White,Private,Edinburgh,1
11693,Mr. Conor Wayne Jones,36.0,Christianity,Private,99146.0,Husband,White,Private,South Natashastad,1
11694,Miss Graham Robertson,26.0,Christianity,Private,205109.0,Not-in-family,White,Private,Edinburgh,1
11696,Shane Carole Johnson,19.0,Christianity,Private,100875.0,Unmarried,White,Private,Edinburgh,1
11698,Miss Brandon French,19.0,Christianity,Private,118376.0,Own-child,White,Private,Edinburgh,1
11702,Mr. David Roberts,21.0,Christianity,Private,170108.0,Own-child,White,Private,Edinburgh,1
11704,Mrs. Albert Newton,33.0,Christianity,Private,192663.0,Not-in-family,White,Private,Edinburgh,1
11705,Ross Smith,52.0,Christianity,Self-emp-not-inc,146579.0,Unmarried,Black,Self-emp-not-inc,Oxford,1
11706,Mr. Andrew Alexander King,22.0,Christianity,State-gov,241951.0,Not-in-family,White,State-gov,Edinburgh,1
11708,Trevor Kemp,18.0,Christianity,Private,218124.0,Own-child,White,Private,Edinburgh,1
11709,Miss Jason Brenda Vaughan,23.0,Christianity,Self-emp-not-inc,279802.0,Own-child,White,Self-emp-not-inc,Edinburgh,1
11710,Mr. Albert Gregory Johnston,27.0,Christianity,Private,153078.0,Own-child,Asian-Pac-Islander,Private,Edinburgh,1
11711,Mr. William Ahmed,41.0,Christianity,Private,167919.0,Husband,White,Private,Edinburgh,1
11713,Mrs. Harry West,29.0,Christianity,Private,193158.0,Own-child,White,Private,Edinburgh,1
11717,Mr. Nigel Henderson,18.0,Christianity,?,262196.0,Own-child,White,?,Edinburgh,1
11719,Gregory Smith,27.0,Hinduism,Private,134890.0,Own-child,White,Private,Edinburgh,1
11721,Mathew Aimee Dunn,33.0,Christianity,Private,119409.0,Wife,Other,Private,Edinburgh,1
11723,Jay Reynolds,19.0,Christianity,Private,184207.0,Not-in-family,White,Private,Edinburgh,1
11724,Mr. Glenn Harrison,29.0,Christianity,Self-emp-not-inc,191027.0,Not-in-family,White,Self-emp-not-inc,Edinburgh,1
11725,Stanley Poole,22.0,Christianity,Private,207782.0,Own-child,White,Private,Edinburgh,1
11728,Mrs. Norman Stone,19.0,Christianity,Private,187724.0,Own-child,White,Private,Edinburgh,1
11730,Ms. Anthony Yates,20.0,Christianity,Self-emp-not-inc,305834.0,Own-child,White,Self-emp-not-inc,Edinburgh,1
11731,Michael Angela Watkins,38.0,Christianity,?,122265.0,Not-in-family,Asian-Pac-Islander,?,Edinburgh,1
11732,Brian Harris,22.0,Christianity,Private,211798.0,Own-child,White,Private,Edinburgh,1
11734,Mr. Declan Cunningham,31.0,Christianity,Private,36302.0,Husband,White,Private,Lincoln,1
11736,Mr. Lawrence Jay Smith,27.0,Christianity,Private,38232.0,Not-in-family,White,Private,Edinburgh,1
11739,Adam Baker,28.0,Christianity,Self-emp-not-inc,226198.0,Not-in-family,White,Self-emp-not-inc,Edinburgh,1
11740,Miss Brett Marilyn Adams,20.0,Christianity,Private,28145.0,Own-child,White,Private,Edinburgh,1
11741,Ms. Karl Marshall,39.0,Islam,Private,140477.0,Not-in-family,White,Private,Edinburgh,1
11743,Dr. Marcus Diana Bailey,38.0,Islam,Self-emp-inc,202937.0,Wife,White,Self-emp-inc,Leicester,1
11744,Clive Gould,36.0,Christianity,Private,316298.0,Own-child,White,Private,Edinburgh,1
11747,Mrs. Edward Austin,28.0,Christianity,Private,176137.0,Own-child,White,Private,Edinburgh,1
11750,Miss Lawrence Chelsea Hyde,28.0,Christianity,Private,506436.0,Unmarried,White,Private,Edinburgh,1
11753,Mr. Christian Kaur,25.0,Christianity,Private,102323.0,Own-child,White,Private,Edinburgh,1
11760,Harry Allen,29.0,Christianity,Private,381153.0,Not-in-family,White,Private,Edinburgh,1
11763,Ms. Robert Bond,32.0,Christianity,Private,127895.0,Own-child,Black,Private,Edinburgh,1
11765,Mrs. Wayne Sandra Taylor,32.0,Christianity,Private,281384.0,Other-relative,White,Private,Edinburgh,1
11769,Mr. Ian Edwards,41.0,Not Stated,Private,69333.0,Husband,White,Private,Edinburgh,1
11770,James Conor Woods,28.0,Christianity,Private,190060.0,Husband,White,Private,Elizabethton,1
11773,Lee Evans,17.0,Christianity,?,275778.0,Own-child,White,?,Edinburgh,1
11775,Miss Declan Talbot,23.0,Christianity,Private,24395.0,Own-child,White,Private,Edinburgh,1
11776,Aaron Clifford Jarvis,25.0,Christianity,Private,330695.0,Husband,White,Private,Leeds,1
11777,Francis Smith,40.0,Christianity,Self-emp-not-inc,171615.0,Not-in-family,White,Self-emp-not-inc,Edinburgh,1
11778,Callum Roger Gray,27.0,Christianity,Private,38599.0,Not-in-family,White,Private,Edinburgh,1
11779,Mr. Anthony Gordon,38.0,Christianity,Private,103456.0,Unmarried,White,Private,Edinburgh,1
11780,Ms. Shane Barnes,25.0,Christianity,State-gov,163480.0,Not-in-family,Black,State-gov,Edinburgh,1
11781,Colin Jones,18.0,Christianity,Private,317425.0,Own-child,Black,Private,Edinburgh,1
11783,Dr. Oliver Gregory,35.0,Christianity,Private,116541.0,Own-child,White,Private,Oxford,1
11784,Ms. Jonathan Debra McLean,43.0,Not Stated,Private,186396.0,Not-in-family,White,Private,Edinburgh,1
11786,Mr. Sean Ingram,25.0,Islam,Private,385540.0,Husband,White,Private,Edinburgh,1
11788,Dr. Francis Slater,41.0,Hinduism,Private,439919.0,Husband,White,Private,Edinburgh,1
11789,Mr. Vincent Dodd,22.0,Not Stated,Private,182117.0,Other-relative,White,Private,Edinburgh,1
11790,Jacob Liam Cox,20.0,Christianity,State-gov,334113.0,Husband,White,State-gov,Edinburgh,1
11793,Nicholas Karl Sharp,47.0,Christianity,Federal-gov,211123.0,Husband,White,Federal-gov,Rogersland,1
11796,Jeffrey Saunders,23.0,Christianity,?,302836.0,Husband,White,?,Edinburgh,1
11798,Max Stephanie Johnson,45.0,Not Stated,Private,264210.0,Wife,White,Private,Edinburgh,1
11799,Stewart Edwards,19.0,Christianity,Private,87157.0,Own-child,White,Private,Edinburgh,1
11800,Vincent Harvey,29.0,Christianity,Self-emp-not-inc,398918.0,Not-in-family,White,Self-emp-not-inc,Edinburgh,1
11802,Miss Ross Page,20.0,Christianity,Private,155818.0,Own-child,White,Private,Edinburgh,1
11803,Scott Humphries,29.0,Christianity,Private,243660.0,Husband,White,Private,Edinburgh,1
11806,Mr. Clive West,34.0,Christianity,Private,159929.0,Husband,White,Private,Bristol,1
11807,Richard Marshall,19.0,Christianity,Private,198668.0,Own-child,White,Private,Edinburgh,1
11809,Elliott Graeme Charlton,30.0,Christianity,Private,158002.0,Other-relative,White,Private,Edinburgh,1
11811,Mrs. Alex Melissa Dale,26.0,Christianity,Private,195994.0,Not-in-family,White,Private,Edinburgh,1
11812,Jonathan Antony Gill,22.0,Christianity,Private,180449.0,Husband,White,Private,Edinburgh,1
11813,Philip Bates,25.0,Not Stated,Private,250038.0,Not-in-family,White,Private,Edinburgh,1
11814,Mr. Jay Robert Thompson,31.0,Not Stated,Self-emp-not-inc,226535.0,Husband,White,Self-emp-not-inc,Edinburgh,1
11816,Miss Gavin Thomas,17.0,Christianity,Private,47199.0,Own-child,White,Private,Edinburgh,1
11817,Danny Karl Walker,47.0,Christianity,Local-gov,215895.0,Husband,White,Local-gov,Swindon,1
11819,Roger Stacey Jones,34.0,Christianity,Private,510072.0,Not-in-family,White,Private,Bristol,1
11822,Mr. Liam Smith,33.0,Christianity,Private,326283.0,Unmarried,Other,Private,Edinburgh,1
11834,Jamie Morgan,23.0,Christianity,?,195143.0,Own-child,White,?,Edinburgh,1
11837,Mrs. Lawrence Hudson,46.0,Not Stated,Local-gov,183168.0,Unmarried,White,Local-gov,Edinburgh,1
11838,Owen Smith,44.0,Christianity,Private,196545.0,Husband,White,Private,Swindon,1
11841,Miss Callum Slater,36.0,Christianity,Private,510072.0,Other-relative,White,Private,Edinburgh,1
11843,Mr. Howard Rogers,38.0,Christianity,Private,468713.0,Husband,White,Private,Bristol,1
11847,Ben Burns,24.0,Christianity,Private,181557.0,Own-child,Black,Private,Edinburgh,1
11855,Patrick Taylor,24.0,Islam,State-gov,275421.0,Own-child,White,State-gov,Edinburgh,1
11856,Dominic Harvey,41.0,Christianity,Local-gov,173051.0,Unmarried,White,Local-gov,Edinburgh,1
11857,Gareth Bailey,33.0,Christianity,Local-gov,167474.0,Husband,White,Local-gov,Bristol,1
11859,Tony Cooke,24.0,Buddhism,Private,135138.0,Own-child,Asian-Pac-Islander,Private,Edinburgh,1
11861,Mr. Josh Garry Finch,28.0,Christianity,Self-emp-not-inc,107236.0,Not-in-family,White,Self-emp-not-inc,Edinburgh,1
11862,Connor Jake Riley,32.0,Christianity,Private,138416.0,Husband,White,Private,Edinburgh,1
11863,Mr. Kyle Daniel James,29.0,Christianity,Private,154863.0,Own-child,Black,Private,Edinburgh,1
11864,Richard Jamie Hall,37.0,Sikhism,Private,194004.0,Husband,White,Private,Edinburgh,1
11865,Mr. Christian Sam Butler,19.0,Islam,Private,339123.0,Own-child,White,Private,Edinburgh,1
11867,Martyn Keith Martin,26.0,Christianity,Private,101812.0,Husband,White,Private,Edinburgh,1
11871,Ms. Marcus Charlotte Macdonald,41.0,Not Stated,Local-gov,340682.0,Not-in-family,White,Local-gov,Edinburgh,1
11872,Owen Martin,33.0,Christianity,Private,175052.0,Unmarried,White,Private,Edinburgh,1
11873,Miss Darren Gibson,27.0,Christianity,?,321629.0,Unmarried,White,?,Edinburgh,1
11875,Arthur Eileen Gordon,17.0,Christianity,Private,108402.0,Own-child,White,Private,Edinburgh,1
11878,Iain Tracey Jones,24.0,Christianity,Private,161708.0,Own-child,White,Private,Edinburgh,1
11879,Jamie Declan Reynolds,35.0,Islam,Private,70447.0,Unmarried,Asian-Pac-Islander,Private,Edinburgh,1
11880,Mr. Matthew Davies,31.0,Christianity,Private,189759.0,Not-in-family,White,Private,Edinburgh,1
11882,Colin Roberts,34.0,Not Stated,Private,250724.0,Husband,White,Private,Woodberg,1
11883,Mr. Karl Williams,35.0,Not Stated,Federal-gov,149368.0,Husband,White,Federal-gov,Swindon,1
11885,Brandon Fletcher,28.0,Not Stated,Private,38309.0,Husband,White,Private,Edinburgh,1
11888,Mr. Simon Ward,21.0,Christianity,Private,260254.0,Not-in-family,White,Private,Edinburgh,1
11892,Adam Tom Ryan,30.0,Christianity,Private,179498.0,Husband,White,Private,Leeds,1
11893,Ms. Ian Lisa Hicks,29.0,Christianity,Private,31935.0,Not-in-family,White,Private,Edinburgh,1
11895,Martyn Nathan Williams,21.0,Christianity,?,58740.0,Own-child,White,?,Edinburgh,1
11902,Ms. Toby Susan Briggs,32.0,Christianity,Private,159737.0,Unmarried,Black,Private,Edinburgh,1
11904,Jeffrey Sharon Jenkins,33.0,Christianity,Private,127610.0,Wife,White,Private,Swindon,1
11907,Mr. Elliot Hall,32.0,Christianity,Private,62374.0,Husband,White,Private,Leeds,1
11908,Mrs. Neil Elizabeth Stokes,44.0,Christianity,Self-emp-not-inc,170230.0,Not-in-family,White,Self-emp-not-inc,Bristol,1
11909,Norman Rose,35.0,Christianity,Private,203051.0,Husband,White,Private,Lake Alexburgh,1
11911,Mr. Bryan Booth,38.0,Christianity,Private,167735.0,Husband,White,Private,Swindon,1
11913,Ms. Elliott Tracy Parkin,23.0,Christianity,Private,185554.0,Own-child,White,Private,Edinburgh,1
11917,Dr. Declan Elliot Cooper,35.0,Christianity,Self-emp-not-inc,350247.0,Husband,White,Self-emp-not-inc,Swindon,1
11918,Christopher Steele,28.0,Christianity,Private,150025.0,Not-in-family,White,Private,Edinburgh,1
11919,Mr. Bernard Carter,38.0,Islam,Private,107737.0,Husband,White,Private,Swindon,1
11920,Mr. Nathan Brian White,44.0,Christianity,Private,115562.0,Husband,White,Private,Edinburgh,1
11921,Stewart Paul Chapman,30.0,Not Stated,Self-emp-not-inc,131584.0,Own-child,White,Self-emp-not-inc,Edinburgh,1
11929,Martin Gerald Campbell,34.0,Islam,Private,208043.0,Husband,White,Private,Swindon,1
11930,Mrs. Mathew Begum,22.0,Christianity,Local-gov,289982.0,Own-child,White,Local-gov,Edinburgh,1
11932,Ms. Iain Ross,22.0,Christianity,Private,200973.0,Own-child,White,Private,Edinburgh,1
11933,Dr. Stephen Jack Cole,37.0,Hinduism,Private,111377.0,Husband,White,Private,Oxford,1
11937,Neil Roy Buckley,39.0,Christianity,Private,243872.0,Husband,White,Private,Swindon,1
11938,Damian Clark,28.0,Christianity,Private,155621.0,Not-in-family,White,Private,Edinburgh,1
11939,Lee Jenkins,47.0,Christianity,Private,102597.0,Unmarried,White,Private,Edinburgh,1
11940,Mr. Francis Rhys Cooper,23.0,Christianity,Private,60331.0,Husband,White,Private,Edinburgh,1
11944,Gerald Fisher,21.0,Buddhism,Private,510072.0,Own-child,Black,Private,Edinburgh,1
11945,Matthew Pearce,22.0,Christianity,Private,189203.0,Not-in-family,White,Private,Edinburgh,1
11951,Guy Thompson,24.0,Sikhism,Private,315065.0,Unmarried,White,Private,Edinburgh,1
11952,Mrs. Keith Joyce Williams,25.0,Islam,Local-gov,167835.0,Wife,White,Local-gov,Pageport,1
11953,Josh Hall,22.0,Christianity,Private,63105.0,Own-child,Black,Private,Edinburgh,1
11954,Mr. Billy Barry Bevan,41.0,Christianity,Local-gov,47902.0,Husband,White,Local-gov,Swindon,1
11955,Martin Joyce Smith,25.0,Islam,Private,145434.0,Not-in-family,White,Private,Edinburgh,1
11957,Owen Kelly,34.0,Christianity,Private,162312.0,Not-in-family,Asian-Pac-Islander,Private,Edinburgh,1
11958,Kyle Dickinson,29.0,Christianity,Private,204074.0,Husband,White,Private,Edinburgh,1
11959,Miss Russell Martin,19.0,Christianity,Private,99246.0,Not-in-family,White,Private,Edinburgh,1
11963,Edward Cook,25.0,Christianity,Private,233419.0,Not-in-family,White,Private,Edinburgh,1
11966,Ms. Ryan Mary Evans,32.0,Christianity,Private,442429.0,Unmarried,White,Private,Edinburgh,1
11968,Lee Marie Wood,28.0,Christianity,Private,321577.0,Own-child,Black,Private,Edinburgh,1
11971,Mr. Liam Bennett,22.0,Christianity,Self-emp-not-inc,269474.0,Own-child,White,Self-emp-not-inc,Edinburgh,1
11975,Dr. David Brown,43.0,Christianity,Private,96249.0,Husband,White,Private,Edinburgh,1
11977,Mr. Norman Townsend,33.0,Christianity,Private,188246.0,Husband,White,Private,Bristol,1
11978,Geoffrey Jemma Holland,31.0,Sikhism,Private,167558.0,Unmarried,White,Private,Edinburgh,1
11979,Mr. Ashley Fitzgerald,35.0,Christianity,Private,292185.0,Husband,White,Private,Swindon,1
11981,Martyn Pearson,33.0,Christianity,Local-gov,70164.0,Not-in-family,Amer-Indian-Eskimo,Local-gov,Edinburgh,1
11982,Mr. Tony Douglas,37.0,Christianity,Private,269722.0,Husband,White,Private,Lake Joan,1
11983,Mr. Jamie Kelly,33.0,Christianity,Self-emp-not-inc,175502.0,Husband,White,Self-emp-not-inc,Lake Scottton,1
11984,Mr. Gregory Charlton,28.0,Christianity,Private,177351.0,Not-in-family,White,Private,Edinburgh,1
11985,Mrs. Callum Cunningham,22.0,Islam,Private,212114.0,Own-child,White,Private,Edinburgh,1
11986,Jeremy Thompson,27.0,Christianity,Private,288959.0,Husband,Black,Private,Edinburgh,1
11988,Mrs. Dominic Harper,48.0,Christianity,Private,146919.0,Unmarried,White,Private,Bristol,1
11989,Stanley Samantha Richardson,23.0,Not Stated,Private,388811.0,Own-child,White,Private,Edinburgh,1
11990,Hugh Andrew Turner,47.0,Christianity,Private,369538.0,Husband,White,Private,Swindon,1
11992,Nathan Green,17.0,Christianity,Private,333611.0,Other-relative,White,Private,Edinburgh,1
11993,Dr. Gavin Davies,35.0,Christianity,Self-emp-not-inc,108247.0,Husband,White,Self-emp-not-inc,Swindon,1
11994,Francis Christine Reeves,28.0,Christianity,Private,76129.0,Unmarried,White,Private,Edinburgh,1
11998,Ms. Tom Abbie Collins,32.0,Christianity,Private,252752.0,Not-in-family,White,Private,Edinburgh,1
12000,Sam Teresa Hughes,26.0,Christianity,Local-gov,84224.0,Not-in-family,White,Local-gov,Edinburgh,1
12002,Maurice Parkin,48.0,Christianity,Private,155509.0,Other-relative,Black,Private,Edinburgh,1
12004,Mr. Norman Davidson,37.0,Not Stated,Private,241805.0,Husband,Black,Private,Edinburgh,1
12007,Mr. Bernard Russell Smith,42.0,Christianity,Private,154076.0,Husband,White,Private,Swindon,1
12008,Miss Robin Crawford,27.0,Christianity,?,175552.0,Wife,White,?,Edinburgh,1
12011,Mr. Abdul Begum,23.0,Christianity,Private,433669.0,Not-in-family,White,Private,Edinburgh,1
12012,Duncan Malcolm Richardson,23.0,Not Stated,Private,233626.0,Not-in-family,White,Private,Edinburgh,1
12013,Mrs. James Anna Fletcher,20.0,Christianity,Private,510072.0,Not-in-family,White,Private,Edinburgh,1
12018,Mr. Sam Lee Sykes,40.0,Christianity,Self-emp-not-inc,231180.0,Husband,White,Self-emp-not-inc,Leeds,1
12019,Cameron Cooper,30.0,Christianity,Private,253856.0,Husband,White,Private,Edinburgh,1
12021,Ms. Julian Graham,26.0,Christianity,Private,152855.0,Own-child,Other,Private,Edinburgh,1
12024,Bruce Thomas,27.0,Islam,Private,169815.0,Own-child,White,Private,Edinburgh,1
12025,Mr. Adam Glenn Lees,28.0,Christianity,Private,221215.0,Other-relative,White,Private,Edinburgh,1
12028,Mr. Ronald Francis Knight,18.0,Not Stated,Private,345403.0,Own-child,White,Private,Edinburgh,1
12029,Miss Jack Hodgson,33.0,Not Stated,Private,388741.0,Unmarried,Other,Private,Edinburgh,1
12037,Ms. Stephen Webster,24.0,Christianity,Private,125106.0,Own-child,White,Private,Edinburgh,1
12038,Lee Lorraine Nixon,34.0,Christianity,Private,139890.0,Unmarried,White,Private,Edinburgh,1
12041,Mrs. Justin Fleming,31.0,Christianity,Private,43953.0,Other-relative,White,Private,Edinburgh,1
12042,Denis Phillips,37.0,Christianity,Private,163237.0,Husband,White,Private,Edinburgh,1
12043,Elliott Perry,24.0,Christianity,Local-gov,55890.0,Not-in-family,White,Local-gov,Edinburgh,1
12047,Leonard Jemma Collins,21.0,Christianity,Private,206681.0,Not-in-family,White,Private,Edinburgh,1
12048,Ms. Phillip Jade Cunningham,33.0,Christianity,Private,117779.0,Wife,White,Private,Edinburgh,1
12049,Colin Wilson,36.0,Islam,Self-emp-not-inc,129150.0,Husband,White,Self-emp-not-inc,Oxford,1
12051,Callum Adams,34.0,Not Stated,Local-gov,226443.0,Husband,White,Local-gov,Lake Ireneton,1
12053,Ms. Douglas Melanie Smith,33.0,Christianity,Private,187901.0,Not-in-family,White,Private,Edinburgh,1
12054,Paul Roberts,27.0,Islam,Private,97153.0,Husband,White,Private,Swindon,1
12055,Christian Saunders,50.0,Christianity,Private,188694.0,Not-in-family,White,Private,Swindon,1
12057,Miss Liam Melissa Godfrey,19.0,Hinduism,Private,212468.0,Own-child,White,Private,Edinburgh,1
12058,Philip Lucy Richards,21.0,Hinduism,Private,84726.0,Not-in-family,White,Private,Edinburgh,1
12063,Ms. Alan Brooks,25.0,Christianity,Local-gov,317443.0,Wife,Black,Local-gov,Edinburgh,1
12065,Norman Craig Holden,22.0,Not Stated,Private,203076.0,Own-child,White,Private,Edinburgh,1
12067,Miss Glenn Beverley Hargreaves,18.0,Christianity,?,171748.0,Own-child,Black,?,Edinburgh,1
12070,Wayne Morgan,27.0,Christianity,Private,510072.0,Not-in-family,White,Private,Edinburgh,1
12071,Mohammed Kenneth Morley,20.0,Christianity,Private,105686.0,Not-in-family,White,Private,Edinburgh,1
12072,Ms. Bryan Kathryn Knowles,39.0,Christianity,?,70282.0,Wife,Black,?,Swindon,1
12073,Ben Birch,31.0,Christianity,Private,148607.0,Not-in-family,White,Private,Edinburgh,1
12074,Mrs. Ryan Walker,25.0,Christianity,Private,255849.0,Own-child,White,Private,Edinburgh,1
12075,George Khan,20.0,Christianity,Federal-gov,255921.0,Own-child,White,Federal-gov,Edinburgh,1
12077,Mr. Marcus Alex Powell,23.0,Christianity,Private,440456.0,Not-in-family,White,Private,Edinburgh,1
12078,Ms. Tony Johnson,34.0,Christianity,Private,105493.0,Unmarried,White,Private,Edinburgh,1
