,full_name,age,religion,workclass,demographic_characteristic,relationship,race,workclass,town,Cluster Id - KMeans
19287,Albert Terence Kent,41.0,Christianity,Federal-gov,36651.0,Husband,White,Federal-gov,Swindon,2
19288,Billy Clive Williams,49.0,Christianity,Private,190072.0,Not-in-family,White,Private,Edinburgh,2
19289,Mr. Joseph Jones,29.0,Christianity,Private,49087.0,Not-in-family,White,Private,Edinburgh,2
19290,Leon Cox,41.0,Christianity,Private,126622.0,Unmarried,White,Private,Edinburgh,2
19291,Mr. Gerald Ben Thompson,42.0,Christianity,Private,174189.0,Not-in-family,White,Private,Edinburgh,2
19292,Nigel Leigh Smith,50.0,Christianity,Self-emp-not-inc,377622.0,Not-in-family,White,Self-emp-not-inc,Swindon,2
19293,Mr. Michael Saunders,50.0,Christianity,Private,157272.0,Unmarried,White,Private,Edinburgh,2
19296,Stewart Baker,63.0,Christianity,State-gov,162678.0,Husband,White,State-gov,Swindon,2
19297,Colin William Smith,41.0,Christianity,Private,103980.0,Husband,White,Private,Swindon,2
19299,Mr. Craig Simpson,61.0,Christianity,Private,98350.0,Not-in-family,Asian-Pac-Islander,Private,Edinburgh,2
19301,Dr. Lewis Richardson,29.0,Christianity,Federal-gov,41013.0,Not-in-family,White,Federal-gov,Lake Claire,2
19302,Mohammad Chelsea Edwards,51.0,Christianity,Private,188186.0,Not-in-family,White,Private,Edinburgh,2
19303,Mr. Danny Vincent Smith,45.0,Christianity,Federal-gov,320071.0,Husband,White,Federal-gov,Port Marilynport,2
19305,Ms. Louis Alexandra Lee,62.0,Christianity,Private,167652.0,Not-in-family,White,Private,Edinburgh,2
19306,Mr. Gordon Dominic Mason,35.0,Christianity,Private,273612.0,Not-in-family,White,Private,Evansstad,2
19308,Ms. Luke Fraser,61.0,Christianity,Private,186446.0,Wife,White,Private,Edinburgh,2
19309,Dr. Reece Fisher,62.0,Christianity,Local-gov,41793.0,Not-in-family,White,Local-gov,Bristol,2
19314,Samuel Russell,67.0,Christianity,Self-emp-not-inc,97847.0,Husband,White,Self-emp-not-inc,Swindon,2
19317,Derek Vaughan,55.0,Islam,Self-emp-inc,298215.0,Husband,White,Self-emp-inc,East Abdul,2
19321,Mr. Phillip Blake,35.0,Christianity,Private,212163.0,Husband,White,Private,Leeds,2
19322,Connor Ross,36.0,Christianity,Self-emp-not-inc,108198.0,Own-child,Amer-Indian-Eskimo,Self-emp-not-inc,Edinburgh,2
19324,Steven Rogers,48.0,Christianity,Federal-gov,202560.0,Wife,White,Federal-gov,Swindon,2
19327,Mr. Ryan Richardson,39.0,Not Stated,Self-emp-inc,308686.0,Husband,White,Self-emp-inc,Swindon,2
19328,Kyle Anthony Wilson,62.0,Christianity,Self-emp-inc,236096.0,Not-in-family,Black,Self-emp-inc,Leeds,2
19329,Mr. Denis Storey,35.0,Christianity,Private,187711.0,Husband,White,Private,Paulineview,2
19331,Stuart Tom Booth,46.0,Christianity,Private,93557.0,Husband,White,Private,Bristol,2
19332,Glenn Derek Shah,37.0,Islam,Private,329980.0,Husband,White,Private,Swindon,2
19334,Graeme Damian Turner,60.0,Christianity,Self-emp-inc,90915.0,Husband,White,Self-emp-inc,New Bethanyshire,2
19335,Mr. Trevor Peter Ball,63.0,Christianity,Private,206052.0,Husband,White,Private,Patelmouth,2
19337,Mr. Marc Oliver Watkins,44.0,Christianity,?,268804.0,Husband,Black,?,Edinburgh,2
19339,Mr. Edward Raymond Mitchell,36.0,Christianity,Self-emp-not-inc,199753.0,Husband,White,Self-emp-not-inc,Leeds,2
19340,Mr. Gary Owen,50.0,Christianity,Local-gov,92486.0,Husband,White,Local-gov,South Anthony,2
19342,Ashley Marshall,33.0,Sikhism,Private,112820.0,Husband,White,Private,Leeds,2
19345,Henry Parkinson,48.0,Christianity,Private,89146.0,Husband,Amer-Indian-Eskimo,Private,Edinburgh,2
19346,Dr. Simon Benjamin Miller,51.0,Christianity,?,147015.0,Not-in-family,Black,?,Edinburgh,2
19349,Graham Freeman,56.0,Christianity,Private,238216.0,Husband,White,Private,Lake Conor,2
19357,Frederick Aaron Andrews,59.0,Christianity,Self-emp-not-inc,178353.0,Husband,White,Self-emp-not-inc,Swindon,2
19358,Dr. Jordan Ward,56.0,Not Stated,Federal-gov,169133.0,Unmarried,White,Federal-gov,Leeds,2
19359,Mr. Glenn Murphy,55.0,Hinduism,Self-emp-not-inc,103179.0,Husband,White,Self-emp-not-inc,Cliffordburgh,2
19362,Miss Ben Olivia Brennan,30.0,Christianity,Private,60426.0,Own-child,Amer-Indian-Eskimo,Private,Edinburgh,2
19363,Miss Norman Sally Chadwick,48.0,Christianity,Federal-gov,98726.0,Not-in-family,White,Federal-gov,Gerardside,2
19371,Mr. Abdul Hunter,41.0,Christianity,State-gov,48997.0,Husband,Black,State-gov,Leeds,2
19373,Karl Wright,34.0,Christianity,Private,162442.0,Wife,White,Private,Edinburgh,2
19376,Josh Samuel Brooks,45.0,Christianity,Self-emp-not-inc,182677.0,Not-in-family,Asian-Pac-Islander,Self-emp-not-inc,Edinburgh,2
19377,Miss Liam Fox,35.0,Christianity,?,170276.0,Wife,White,?,Port Garrymouth,2
19381,Brandon William Owen,54.0,Not Stated,Private,150980.0,Husband,White,Private,Edinburgh,2
19382,Eric Green,39.0,Christianity,Self-emp-inc,141584.0,Unmarried,White,Self-emp-inc,Leeds,2
19385,Michael Eleanor Marshall,43.0,Christianity,Private,50197.0,Not-in-family,Black,Private,Edinburgh,2
19392,Derek Jones,39.0,Christianity,Private,150061.0,Unmarried,Black,Private,Swindon,2
19393,Conor Smith,55.0,Buddhism,Self-emp-not-inc,68006.0,Other-relative,White,Self-emp-not-inc,Edinburgh,2
19396,Mr. Iain Adrian Powell,50.0,Christianity,Self-emp-not-inc,182211.0,Not-in-family,White,Self-emp-not-inc,Bristol,2
19397,Henry Brooks,56.0,Not Stated,Self-emp-not-inc,62539.0,Unmarried,White,Self-emp-not-inc,Swindon,2
19402,Mr. Gregory Bryan Parsons,60.0,Christianity,Private,31137.0,Husband,White,Private,North Annaland,2
19406,Ms. Paul Brown,41.0,Islam,Private,240027.0,Unmarried,Black,Private,Edinburgh,2
19408,Mr. Elliot Iain Turner,49.0,Christianity,?,355890.0,Husband,White,?,Potterton,2
19410,Gerard Howard,58.0,Christianity,Private,136841.0,Wife,White,Private,Swindon,2
19412,Miss Liam Turner,74.0,Christianity,?,35724.0,Not-in-family,White,?,Edinburgh,2
19414,Craig Gregory Jones,31.0,Christianity,Private,113838.0,Husband,White,Private,Leeds,2
19416,Steven Watson,42.0,Christianity,Private,33331.0,Husband,White,Private,Edinburgh,2
19418,Mr. Damien Arthur Walsh,47.0,Christianity,Private,155489.0,Husband,White,Private,Leicester,2
19422,Stewart Allen,45.0,Buddhism,Private,216626.0,Unmarried,Other,Private,Edinburgh,2
19424,Miss Geoffrey Frances Fisher,59.0,Christianity,Self-emp-not-inc,188003.0,Not-in-family,White,Self-emp-not-inc,Oxford,2
19428,Jordan Lewis,49.0,Christianity,Self-emp-inc,58359.0,Husband,White,Self-emp-inc,Swindon,2
19434,Mr. Howard Gareth Jones,61.0,Christianity,Private,137733.0,Not-in-family,White,Private,Edinburgh,2
19439,Dr. Gary Kelly,53.0,Christianity,Self-emp-inc,89041.0,Husband,White,Self-emp-inc,Swindon,2
19441,Mr. Lee Leslie Moore,46.0,Not Stated,Private,269045.0,Husband,Black,Private,Swindon,2
19443,Craig Williams,47.0,Christianity,Federal-gov,323798.0,Husband,White,Federal-gov,Oxford,2
19444,Francis Dale Roberts,56.0,Christianity,Private,463072.0,Husband,White,Private,Swindon,2
19447,Mrs. Dean Williams,50.0,Christianity,State-gov,161075.0,Unmarried,Black,State-gov,Edinburgh,2
19451,Mr. William Miller,51.0,Christianity,?,177487.0,Husband,White,?,Edinburgh,2
19452,Andrew Ryan Nixon,46.0,Christianity,Self-emp-not-inc,237731.0,Husband,White,Self-emp-not-inc,Edinburgh,2
19463,Mr. Stephen Moore,41.0,Christianity,Federal-gov,153132.0,Husband,White,Federal-gov,Edinburgh,2
19467,Ms. Graeme Wright,50.0,Christianity,State-gov,78649.0,Unmarried,Amer-Indian-Eskimo,State-gov,Edinburgh,2
19471,Ms. Robin Begum,31.0,Christianity,Private,33688.0,Unmarried,White,Private,Edinburgh,2
19472,Charlie Bibi,65.0,Christianity,Private,262446.0,Husband,White,Private,Edinburgh,2
19474,Colin Bailey,33.0,Christianity,Private,279173.0,Not-in-family,White,Private,Edinburgh,2
19478,Miss Ricky Nash,60.0,Christianity,Private,196482.0,Unmarried,White,Private,Edinburgh,2
19483,Mr. Gareth Frank Norman,51.0,Christianity,Private,160703.0,Husband,White,Private,Sunderland,2
19484,Jack Boyle,39.0,Christianity,Private,219155.0,Husband,White,Private,Leicester,2
19487,Mr. Bruce Thompson,44.0,Christianity,Self-emp-not-inc,163985.0,Husband,White,Self-emp-not-inc,Swindon,2
19491,Terence Adam McKenzie,36.0,Christianity,Private,186183.0,Husband,White,Private,Swindon,2
19497,Roy Morris,37.0,Islam,Private,215503.0,Husband,White,Private,Swindon,2
19500,Mr. Justin Coleman,41.0,Islam,Private,98061.0,Not-in-family,White,Private,Edinburgh,2
19505,Mr. Ian Rose,53.0,Christianity,Self-emp-inc,100029.0,Husband,White,Self-emp-inc,Swindon,2
19507,Mr. Graham Sanderson,46.0,Christianity,Private,154308.0,Husband,Black,Private,Swindon,2
19510,Gordon Campbell,29.0,Christianity,Private,100829.0,Wife,White,Private,Swindon,2
19515,Oliver Allen,63.0,Christianity,Private,94318.0,Husband,White,Private,Swindon,2
19517,Mrs. Jay Harris,56.0,Christianity,Private,129762.0,Unmarried,White,Private,Edinburgh,2
19519,Anthony Howard Baxter,41.0,Not Stated,Private,182370.0,Own-child,White,Private,Edinburgh,2
19520,Dr. Mathew Jackson,44.0,Christianity,State-gov,60949.0,Husband,White,State-gov,Leeds,2
19522,Roger Armstrong,47.0,Christianity,Private,188195.0,Husband,White,Private,Edinburgh,2
19523,Dominic Farrell,50.0,Christianity,Private,89534.0,Husband,White,Private,Swindon,2
19524,Mr. Tom Terence Parry,41.0,Christianity,Self-emp-inc,125831.0,Husband,White,Self-emp-inc,Swindon,2
19530,Mr. Elliott Bradley Baker,62.0,Christianity,Private,147393.0,Husband,White,Private,Katytown,2
19531,Mr. Albert Henry Barrett,71.0,Christianity,?,45801.0,Husband,White,?,Leeds,2
19534,Ms. Gerald Aimee Harris,51.0,Christianity,Private,68882.0,Unmarried,White,Private,Edinburgh,2
19535,Miss Gregory Kayleigh Richards,55.0,Christianity,Self-emp-not-inc,194065.0,Not-in-family,White,Self-emp-not-inc,Edinburgh,2
19537,Mrs. Owen Emily Cooper,33.0,Christianity,Private,185336.0,Wife,Black,Private,Swindon,2
19539,Mr. Denis Duffy,52.0,Islam,Private,167794.0,Husband,White,Private,Swindon,2
19540,Mrs. Tom Francesca Foster,46.0,Christianity,Private,96552.0,Own-child,White,Private,Edinburgh,2
19542,Ian Gordon Parsons,52.0,Islam,State-gov,254285.0,Husband,White,State-gov,Swindon,2
19543,Ms. Stephen Fletcher,48.0,Christianity,Private,32509.0,Unmarried,White,Private,Edinburgh,2
19544,Ms. Cameron Leanne Ellis,46.0,Christianity,Private,125492.0,Not-in-family,Black,Private,Bristol,2
19546,Mr. Timothy Turner,70.0,Christianity,?,168794.0,Husband,White,?,Edinburgh,2
19548,Mr. Matthew Terence Hartley,31.0,Christianity,Private,187560.0,Not-in-family,White,Private,Edinburgh,2
19549,Mrs. Jamie Jennings,31.0,Hinduism,Self-emp-not-inc,252752.0,Wife,White,Self-emp-not-inc,Swindon,2
19551,Miss Carl Olivia Williams,58.0,Christianity,Local-gov,190748.0,Unmarried,White,Local-gov,Edinburgh,2
19552,Mr. Billy Dickinson,38.0,Christianity,Private,301070.0,Unmarried,White,Private,Edinburgh,2
19553,Philip Christopher Tomlinson,70.0,Christianity,Self-emp-not-inc,204645.0,Husband,White,Self-emp-not-inc,Swindon,2
19554,Dr. Carl Karl Newman,40.0,Christianity,Private,186183.0,Husband,White,Private,Swindon,2
19560,Timothy Wilson,42.0,Christianity,Local-gov,168071.0,Own-child,White,Local-gov,Edinburgh,2
19562,Jay Jill Brooks,53.0,Islam,Private,168001.0,Not-in-family,White,Private,Leeds,2
19564,Mr. Philip Declan Young,52.0,Christianity,Self-emp-not-inc,107096.0,Husband,White,Self-emp-not-inc,Oxford,2
19565,Mr. Jay Cross,56.0,Christianity,Private,76860.0,Other-relative,Asian-Pac-Islander,Private,Leeds,2
19575,Mr. Christian Elliot Chamberlain,32.0,Christianity,Private,25955.0,Own-child,Amer-Indian-Eskimo,Private,Edinburgh,2
19576,Miss Ben Wilson,57.0,Christianity,Local-gov,129762.0,Not-in-family,White,Local-gov,Edinburgh,2
19582,Iain Sutton,50.0,Christianity,Private,171924.0,Husband,White,Private,Port Hilaryland,2
19585,Daniel Howard Griffiths,37.0,Christianity,Federal-gov,329088.0,Husband,Black,Federal-gov,West Annechester,2
19587,Nicholas Rogers,44.0,Christianity,Private,35824.0,Unmarried,White,Private,Edinburgh,2
19588,Mrs. Gerald Edwards,48.0,Christianity,Private,173271.0,Unmarried,White,Private,Edinburgh,2
19591,Jordan Naomi Graham,35.0,Christianity,Private,295855.0,Not-in-family,White,Private,Edinburgh,2
19593,Ms. Jacob Harrison,36.0,Not Stated,Private,285102.0,Not-in-family,Asian-Pac-Islander,Private,Swindon,2
19594,Tony Damian Williams,57.0,Christianity,Private,178353.0,Husband,White,Private,Beverleyhaven,2
19598,Mr. Jeremy Bradshaw,56.0,Christianity,Private,179781.0,Husband,White,Private,Swindon,2
19606,Mr. Matthew Ross Pearson,42.0,Christianity,Private,109067.0,Not-in-family,White,Private,Edinburgh,2
19608,Mr. Mark Henry,50.0,Christianity,Private,149809.0,Husband,White,Private,Edinburgh,2
19610,Geoffrey Taylor,44.0,Christianity,Federal-gov,233851.0,Wife,White,Federal-gov,Swindon,2
19611,Dr. Graham Bradley,68.0,Christianity,?,192052.0,Wife,White,?,Edinburgh,2
19617,Charles Jones,46.0,Christianity,Private,102147.0,Not-in-family,White,Private,Leeds,2
19618,Mr. Francis Harry Gilbert,31.0,Christianity,Private,231826.0,Husband,White,Private,Oxford,2
19619,Brett Paige Bradley,49.0,Christianity,State-gov,247378.0,Not-in-family,White,State-gov,Edinburgh,2
19620,Mr. Sam Gray,43.0,Christianity,Private,78765.0,Husband,White,Private,Swindon,2
19627,Nicholas Robinson,45.0,Not Stated,Federal-gov,102569.0,Husband,White,Federal-gov,Swindon,2
19628,Richard Roger Hall,66.0,Christianity,Private,350498.0,Husband,White,Private,Edinburgh,2
19629,Phillip Frederick Marshall,38.0,Christianity,Private,229236.0,Husband,Other,Private,Edinburgh,2
19630,Mr. Paul Gordon Evans,73.0,Christianity,Private,56559.0,Husband,White,Private,Bristol,2
19633,Harry Malcolm Burns,41.0,Christianity,Private,194360.0,Husband,White,Private,Swindon,2
19635,Martyn Ronald Davies,49.0,Christianity,Self-emp-inc,191277.0,Husband,White,Self-emp-inc,Swindon,2
19639,Glen Lewis,50.0,Not Stated,Private,341797.0,Not-in-family,White,Private,Edinburgh,2
19641,Mr. Adam Turnbull,42.0,Christianity,Private,392167.0,Not-in-family,White,Private,Oxford,2
19642,Mr. Russell Pritchard,60.0,Christianity,Private,210064.0,Not-in-family,White,Private,Edinburgh,2
19643,Miss Nathan Pamela Hicks,67.0,Christianity,?,233182.0,Not-in-family,White,?,Edinburgh,2
19644,Mr. Clive May,74.0,Christianity,Local-gov,177550.0,Husband,White,Local-gov,Edinburgh,2
19645,Mrs. Reece Humphries,62.0,Christianity,Private,143312.0,Not-in-family,White,Private,Edinburgh,2
19648,Mrs. Gregory Sandra Gardner,53.0,Not Stated,Federal-gov,37289.0,Not-in-family,White,Federal-gov,Leeds,2
19649,Guy Raymond Bond,32.0,Islam,Private,36069.0,Not-in-family,White,Private,Edinburgh,2
19652,Mrs. Shane Moore,39.0,Not Stated,Self-emp-inc,199346.0,Wife,White,Self-emp-inc,Hayleyland,2
19655,Alexander Benjamin Peters,61.0,Christianity,Self-emp-not-inc,390472.0,Husband,White,Self-emp-not-inc,Edinburgh,2
19656,Mohammed Frank Green,55.0,Hinduism,Private,290124.0,Husband,White,Private,Edinburgh,2
19662,Jeremy Timothy Brown,67.0,Christianity,Private,313255.0,Husband,White,Private,Edinburgh,2
19664,Mr. Gerald Dawson,43.0,Christianity,Private,60001.0,Husband,White,Private,Swindon,2
19668,Ms. Robin Evans,34.0,Christianity,Private,226385.0,Unmarried,Black,Private,Bristol,2
19678,Mr. Derek Day,45.0,Christianity,Private,111994.0,Not-in-family,White,Private,Edinburgh,2
19682,Mr. Elliot Jacob Green,63.0,Christianity,?,146196.0,Husband,White,?,North Jacquelinemouth,2
19683,Lewis Anderson,56.0,Christianity,State-gov,169482.0,Husband,White,State-gov,Edinburgh,2
19688,Alexander Whitehead,74.0,Christianity,?,194590.0,Not-in-family,White,?,Edinburgh,2
19690,Mr. Jay Ellis,61.0,Christianity,Private,116707.0,Not-in-family,White,Private,Edinburgh,2
19698,Mr. John Shaun Moore,52.0,Christianity,Private,197656.0,Husband,White,Private,Leicester,2
19700,Dr. Denis Tom Wright,57.0,Christianity,Self-emp-not-inc,35561.0,Husband,White,Self-emp-not-inc,Bethanchester,2
19702,Charles Reed,56.0,Christianity,Private,190257.0,Husband,White,Private,Edinburgh,2
19706,Stuart Burrows,56.0,Christianity,Private,349910.0,Husband,White,Private,Leeds,2
19707,Dr. Francis Fox,74.0,Christianity,Self-emp-not-inc,187097.0,Husband,White,Self-emp-not-inc,Edinburgh,2
19708,Josh Parry,61.0,Christianity,Self-emp-not-inc,264314.0,Husband,White,Self-emp-not-inc,Edinburgh,2
19709,Miss Leigh North,41.0,Islam,Self-emp-not-inc,282678.0,Unmarried,White,Self-emp-not-inc,Edinburgh,2
19718,Mr. Charles Ryan Daniels,54.0,Christianity,Private,48413.0,Husband,White,Private,West Angelabury,2
19723,Miss Ben Thomson,36.0,Buddhism,Private,189240.0,Unmarried,Black,Private,Edinburgh,2
19725,Mr. David Louis Davies,37.0,Christianity,Private,181705.0,Husband,White,Private,Edinburgh,2
19727,Colin Morris,52.0,Sikhism,Self-emp-not-inc,306784.0,Husband,White,Self-emp-not-inc,South Toby,2
19728,Iain Adams,46.0,Christianity,?,260953.0,Husband,White,?,Edinburgh,2
19729,Dr. Nathan Charles Carr,46.0,Christianity,State-gov,190406.0,Unmarried,Black,State-gov,Edinburgh,2
19732,Mr. Clifford Christopher Carter,64.0,Christianity,Private,301108.0,Husband,White,Private,Edinburgh,2
19733,Mr. Richard Kieran Green,35.0,Christianity,Private,263081.0,Husband,Black,Private,Oxford,2
19734,Mr. Jay Gordon Davey,44.0,Christianity,Private,150076.0,Not-in-family,White,Private,Edinburgh,2
19735,Jamie Smith,49.0,Christianity,Self-emp-not-inc,148254.0,Not-in-family,White,Self-emp-not-inc,Edinburgh,2
19739,Maurice Potts,51.0,Not Stated,Private,95946.0,Husband,White,Private,Oxford,2
19740,Tom Ryan,50.0,Christianity,Private,31267.0,Husband,White,Private,Edinburgh,2
19741,Albert Philip Dean,35.0,Christianity,Local-gov,302149.0,Husband,Asian-Pac-Islander,Local-gov,Swindon,2
19744,Ms. Ben Julie Mason,66.0,Christianity,Private,23580.0,Not-in-family,White,Private,Edinburgh,2
19748,Mr. Glenn Stephens,58.0,Judaism,Self-emp-not-inc,61474.0,Husband,White,Self-emp-not-inc,Leeds,2
19749,Brandon Edwards,57.0,Christianity,Private,141570.0,Husband,Black,Private,Lincoln,2
19751,Ms. Carl O'Neill,43.0,Christianity,Private,336891.0,Not-in-family,Black,Private,Edinburgh,2
19752,Stephen Paul Hunt,32.0,Christianity,Self-emp-not-inc,210164.0,Husband,White,Self-emp-not-inc,Oxford,2
19755,Mr. Nicholas Turner,65.0,Christianity,?,224472.0,Not-in-family,White,?,Swindon,2
19757,Brett Donald Spencer,71.0,Christianity,Local-gov,303860.0,Not-in-family,White,Local-gov,Edinburgh,2
19759,Mr. Duncan Louis Harris,40.0,Christianity,Private,193995.0,Husband,White,Private,Edinburgh,2
19762,Mr. Jack Connor Thomas,39.0,Christianity,Private,187870.0,Husband,White,Private,Swindon,2
19763,Mr. Mitchell Willis,39.0,Christianity,Private,248919.0,Husband,White,Private,Edinburgh,2
19765,Allan Slater,36.0,Christianity,State-gov,170861.0,Own-child,White,State-gov,Edinburgh,2
19767,Mr. Bernard George Archer,56.0,Islam,Private,340171.0,Husband,Black,Private,Edinburgh,2
19771,Benjamin Norman Roberts,45.0,Not Stated,Private,245317.0,Husband,White,Private,Swindon,2
19774,Miss Connor Carpenter,57.0,Christianity,Local-gov,139452.0,Not-in-family,White,Local-gov,Edinburgh,2
19775,Mr. James Terence Cooke,54.0,Christianity,Private,227832.0,Husband,White,Private,Swindon,2
19779,Keith Lydia Taylor,39.0,Christianity,Self-emp-inc,187934.0,Wife,White,Self-emp-inc,Leeds,2
19782,George Thompson,39.0,Not Stated,Private,117166.0,Husband,White,Private,Edinburgh,2
19786,Roy Allan Coleman,42.0,Christianity,Private,144002.0,Not-in-family,White,Private,Oxford,2
19790,Mr. Derek Taylor,67.0,Christianity,Private,105252.0,Not-in-family,White,Private,Swindon,2
19791,Ms. Nicholas Woods,51.0,Christianity,Local-gov,46401.0,Unmarried,White,Local-gov,Edinburgh,2
19794,Gerard Bond,37.0,Christianity,Self-emp-inc,180477.0,Husband,White,Self-emp-inc,Swindon,2
19800,Miss John Rose,52.0,Christianity,Without-pay,198262.0,Wife,White,Without-pay,Edinburgh,2
19802,Glen Roberts,49.0,Christianity,Private,262116.0,Husband,White,Private,Leeds,2
19803,Mrs. Gerard Janet Howard,46.0,Christianity,Private,178922.0,Not-in-family,White,Private,Edinburgh,2
19805,Wayne Edward Kelly,35.0,Islam,Self-emp-inc,209538.0,Husband,White,Self-emp-inc,Bernardton,2
19811,Stuart Lucas,49.0,Christianity,State-gov,122066.0,Husband,White,State-gov,Oxford,2
19813,Dr. Gavin Graeme Talbot,43.0,Christianity,Private,117915.0,Not-in-family,White,Private,Oxford,2
19814,Ms. Timothy Lucy Williams,44.0,Christianity,Private,19914.0,Wife,Asian-Pac-Islander,Private,Leeds,2
19815,Leon Mark Wright,55.0,Christianity,Private,255364.0,Husband,White,Private,Edinburgh,2
19823,Mrs. Gerald Wood,62.0,Christianity,Private,194167.0,Not-in-family,White,Private,Edinburgh,2
19824,Mr. Jamie Jordan,41.0,Christianity,Federal-gov,510072.0,Husband,White,Federal-gov,Bristol,2
19826,Frederick Mitchell,33.0,Christianity,Private,317219.0,Not-in-family,White,Private,Edinburgh,2
19827,Ms. Owen Turner,70.0,Not Stated,Private,221603.0,Not-in-family,White,Private,Edinburgh,2
19829,Mr. Alex Hughes,57.0,Sikhism,Private,79830.0,Husband,Asian-Pac-Islander,Private,Westfurt,2
19833,Miss Declan Burton,47.0,Buddhism,Private,135525.0,Not-in-family,White,Private,Edinburgh,2
19834,Mr. Martyn Ben Smith,44.0,Christianity,Private,152159.0,Husband,Black,Private,Oxford,2
19836,Mr. Hugh Campbell,36.0,Christianity,Private,214816.0,Husband,White,Private,Swindon,2
19837,Mr. Jordan Russell,42.0,Christianity,Private,42907.0,Unmarried,White,Private,Edinburgh,2
19839,Philip Edward Gibbons,42.0,Christianity,Private,127314.0,Husband,White,Private,Swindon,2
19841,Ms. Phillip Grace Brown,71.0,Not Stated,Private,184176.0,Not-in-family,White,Private,Edinburgh,2
19842,Justin Perkins,52.0,Christianity,Private,183709.0,Unmarried,White,Private,Edinburgh,2
19845,Martin Carroll,57.0,Christianity,Private,190997.0,Husband,White,Private,Thorpeberg,2
19850,Ms. Steven Ford,56.0,Not Stated,Private,188856.0,Not-in-family,White,Private,Swindon,2
19852,Mr. Leonard Hunt,47.0,Christianity,Self-emp-not-inc,198759.0,Husband,White,Self-emp-not-inc,Swindon,2
19854,Mr. Jordan Robert Joyce,72.0,Christianity,Self-emp-not-inc,284120.0,Husband,White,Self-emp-not-inc,Edinburgh,2
19856,Frederick Rahman,74.0,Christianity,?,42209.0,Not-in-family,White,?,Edinburgh,2
19861,Dr. Julian Philip Matthews,53.0,Christianity,State-gov,71417.0,Husband,White,State-gov,Swindon,2
19863,Alan Edwards,69.0,Christianity,Private,200560.0,Husband,White,Private,Edinburgh,2
19874,Mr. Alexander Harris,36.0,Christianity,Private,38294.0,Husband,White,Private,Bristol,2
19875,Dr. Mitchell Cameron Robinson,40.0,Not Stated,Private,111483.0,Husband,White,Private,Leeds,2
19880,Mrs. Nathan Jennifer Barrett,55.0,Christianity,Local-gov,173090.0,Unmarried,White,Local-gov,Bristol,2
19882,Damien Davies,42.0,Islam,?,195124.0,Husband,White,?,Edinburgh,2
19884,Brett Carter,52.0,Christianity,Private,282674.0,Husband,Amer-Indian-Eskimo,Private,Edinburgh,2
19885,Mr. Philip Lawrence,43.0,Christianity,Private,190403.0,Not-in-family,White,Private,Bristol,2
19889,Dr. Ross Sam Hyde,47.0,Christianity,Self-emp-not-inc,122307.0,Husband,White,Self-emp-not-inc,Swindon,2
19892,Ms. Raymond Tracey Blackburn,53.0,Christianity,Private,150812.0,Unmarried,White,Private,Edinburgh,2
19894,Mr. Ricky Patel,58.0,Christianity,Self-emp-inc,174864.0,Husband,White,Self-emp-inc,Swindon,2
19897,Max Sanders,46.0,Christianity,Private,423222.0,Husband,White,Private,Swindon,2
19902,Norman Matthew Barnes,40.0,Christianity,Private,193260.0,Husband,Asian-Pac-Islander,Private,Edinburgh,2
19903,Christian Jason Taylor,34.0,Islam,State-gov,278378.0,Husband,Black,State-gov,Edinburgh,2
19904,Stanley Ashley Stephens,58.0,Christianity,Private,111394.0,Husband,White,Private,Swindon,2
19907,Mr. Lee Begum,68.0,Buddhism,?,209137.0,Husband,White,?,Beverleyfort,2
19909,Mr. Roy Stevens,62.0,Christianity,Local-gov,115023.0,Husband,White,Local-gov,Edinburgh,2
19910,Dr. Jeffrey Spencer,54.0,Christianity,Private,53833.0,Husband,White,Private,Edinburgh,2
19911,Mr. Carl Leonard Johnson,37.0,Christianity,Private,150057.0,Husband,White,Private,Swindon,2
19913,Ms. Paul Wendy Cunningham,48.0,Christianity,Private,155509.0,Not-in-family,Black,Private,Edinburgh,2
19914,Mr. Duncan McLean,56.0,Christianity,Private,165315.0,Husband,White,Private,Leeds,2
19916,Miss Thomas Jacqueline Tomlinson,42.0,Not Stated,Local-gov,185057.0,Unmarried,White,Local-gov,Edinburgh,2
19917,Glen Johnson,60.0,Christianity,Private,277034.0,Unmarried,White,Private,Lincoln,2
19923,Mr. Donald Taylor,40.0,Christianity,Private,106961.0,Husband,White,Private,Oxford,2
19928,Mr. Allan Matthews,39.0,Christianity,Private,149018.0,Husband,White,Private,Leeds,2
19930,Mr. Russell Dennis Bevan,44.0,Not Stated,Private,33521.0,Husband,White,Private,Edinburgh,2
19931,Allan Reece Hobbs,40.0,Christianity,Private,70539.0,Husband,White,Private,Swindon,2
19932,Mrs. Craig Stephens,54.0,Christianity,State-gov,105728.0,Wife,Amer-Indian-Eskimo,State-gov,Edinburgh,2
19935,Mr. Mathew Dobson,43.0,Christianity,Self-emp-inc,104892.0,Husband,White,Self-emp-inc,Leeds,2
19936,Gerard Andrews,31.0,Christianity,Private,149427.0,Own-child,White,Private,Edinburgh,2
19938,Mr. Leon Henry Clayton,37.0,Christianity,Private,183279.0,Husband,White,Private,Edinburgh,2
19941,Mr. Glenn Henry Davies,42.0,Christianity,Federal-gov,33521.0,Husband,White,Federal-gov,Swindon,2
19946,Mr. Ryan Mohamed Griffiths,51.0,Christianity,Self-emp-not-inc,199265.0,Not-in-family,Black,Self-emp-not-inc,Edinburgh,2
