,full_name,age,religion,workclass,demographic_characteristic,relationship,race,workclass,town,Cluster Id - KMeans
21829,Mr. Mathew Walker,38.0,Christianity,Private,359001.0,Husband,White,Private,Swindon,0
21835,Mr. Philip Payne,57.0,Christianity,Self-emp-not-inc,403072.0,Husband,White,Self-emp-not-inc,Swindon,0
21841,Mrs. Danny Richards,37.0,Not Stated,Private,195189.0,Unmarried,Black,Private,Edinburgh,0
21852,Luke Kieran Holmes,61.0,Christianity,Local-gov,195453.0,Husband,White,Local-gov,Leeds,0
21859,Matthew Gregory Bishop,41.0,Christianity,Private,173307.0,Husband,White,Private,Oxford,0
21863,Leonard Kay,44.0,Christianity,Local-gov,171589.0,Husband,White,Local-gov,Oxford,0
21887,Ms. Shaun Price,35.0,Not Stated,Private,128063.0,Unmarried,White,Private,Edinburgh,0
21889,Christopher Steven Collins,45.0,Islam,Private,68748.0,Husband,White,Private,Lukestad,0
21895,Mr. Terry Lewis Poole,43.0,Christianity,Private,171841.0,Husband,White,Private,Swindon,0
21904,Roger Stephenson,31.0,Christianity,Private,246439.0,Husband,White,Private,Swindon,0
21913,Terry Jay Tucker,30.0,Christianity,Private,370509.0,Husband,White,Private,Leeds,0
21916,Thomas Willis,41.0,Christianity,Private,115932.0,Husband,White,Private,Swindon,0
21920,Miss Marc Pritchard,73.0,Christianity,Federal-gov,94242.0,Not-in-family,White,Federal-gov,Edinburgh,0
21923,Mr. Mohammad Smith,41.0,Christianity,Private,170331.0,Husband,White,Private,Swindon,0
21925,Mr. Billy Jonathan Chambers,31.0,Christianity,Private,100252.0,Not-in-family,Asian-Pac-Islander,Private,Lincoln,0
21941,Mr. Gavin Robson,41.0,Christianity,Private,145441.0,Husband,White,Private,Swindon,0
21944,Mr. Glenn Dawson,56.0,Not Stated,Private,189975.0,Husband,White,Private,Georgiaview,0
21958,Douglas Slater,33.0,Islam,Private,222205.0,Wife,White,Private,South Owen,0
21969,Jack Brown,35.0,Not Stated,Private,196385.0,Husband,White,Private,Swindon,0
21993,Mr. Howard Houghton,25.0,Buddhism,Private,30656.0,Not-in-family,White,Private,Edinburgh,0
22000,Glenn Benjamin Butler,39.0,Christianity,Private,165472.0,Husband,White,Private,Swindon,0
22003,Frederick Atkins,52.0,Christianity,Private,230858.0,Husband,White,Private,North Allanbury,0
22013,Mr. Damian Harris,28.0,Not Stated,Private,138692.0,Husband,White,Private,Swindon,0
22024,Mr. Philip Ahmed,53.0,Christianity,Private,114971.0,Husband,White,Private,Swindon,0
22054,Mr. Nigel Baker,52.0,Islam,Local-gov,187830.0,Unmarried,White,Local-gov,Swindon,0
22062,Louis Jason Campbell,35.0,Christianity,Private,77146.0,Husband,White,Private,Edinburgh,0
22076,Dr. Graham Matthew Clark,42.0,Christianity,Private,187720.0,Husband,White,Private,Swindon,0
22082,Mr. Denis Thorpe,51.0,Christianity,Federal-gov,174102.0,Husband,White,Federal-gov,Edinburgh,0
22087,Mr. Shaun Alex Booth,32.0,Christianity,Private,263561.0,Husband,White,Private,Swindon,0
22108,Charlie Hill,41.0,Christianity,Private,236021.0,Husband,White,Private,Lincoln,0
22143,Dr. Geoffrey Dixon,47.0,Christianity,Private,368561.0,Husband,White,Private,Swindon,0
22150,Mr. Justin Martyn Black,43.0,Christianity,Self-emp-inc,170785.0,Husband,White,Self-emp-inc,Thomasport,0
22151,Brian Hutchinson,33.0,Christianity,Private,90705.0,Husband,White,Private,Leeds,0
22164,Mr. Mohammad Jones,40.0,Christianity,Private,119225.0,Husband,White,Private,Edinburgh,0
22168,Cameron Rogers,50.0,Christianity,State-gov,122066.0,Husband,White,State-gov,Swindon,0
22173,Ms. Elliot Carpenter,30.0,Christianity,Local-gov,177398.0,Wife,White,Local-gov,Swindon,0
22178,Neil Watkins,52.0,Christianity,Self-emp-not-inc,129311.0,Husband,White,Self-emp-not-inc,Swindon,0
22203,Mr. Kyle Stephen O'Donnell,35.0,Christianity,Self-emp-not-inc,112271.0,Husband,White,Self-emp-not-inc,Swindon,0
22210,Jake Knight,33.0,Christianity,Private,105650.0,Wife,White,Private,Edinburgh,0
22227,Mr. Colin Lord,37.0,Christianity,Local-gov,108320.0,Husband,White,Local-gov,South Ronald,0
22231,Dr. Dylan Jay Begum,39.0,Christianity,Private,341672.0,Husband,Asian-Pac-Islander,Private,North Neilberg,0
22235,Mr. Mohammad Stone,49.0,Christianity,Private,187454.0,Husband,White,Private,Edinburgh,0
22240,Mr. Elliot Mann,54.0,Islam,Private,23698.0,Husband,White,Private,Edinburgh,0
22251,Dr. Danny Charlie Kay,37.0,Christianity,Private,77820.0,Husband,White,Private,Bristol,0
22261,Dr. Billy Lisa Hughes,37.0,Christianity,Local-gov,196529.0,Wife,White,Local-gov,Swindon,0
22262,Lewis Fleming,35.0,Christianity,Self-emp-inc,175769.0,Husband,White,Self-emp-inc,Oxford,0
22268,Dr. Gareth Bond,29.0,Christianity,Self-emp-not-inc,69132.0,Not-in-family,White,Self-emp-not-inc,Swindon,0
22274,Brett Howarth,44.0,Christianity,Federal-gov,95902.0,Wife,Black,Federal-gov,New Patriciaport,0
22291,Reece Lewis Clarke,49.0,Christianity,State-gov,353824.0,Husband,White,State-gov,Swindon,0
22302,Mr. Frederick Wong,68.0,Christianity,Private,117236.0,Husband,White,Private,Sunderland,0
22309,Peter Baldwin,36.0,Christianity,Private,269318.0,Husband,White,Private,Leicester,0
22320,Mr. Jake Jake Dawson,33.0,Christianity,Private,55291.0,Husband,White,Private,Swindon,0
22327,Mr. Ronald Morris,26.0,Christianity,Self-emp-not-inc,259299.0,Husband,White,Self-emp-not-inc,Swindon,0
22350,Ms. Anthony McCarthy,47.0,Islam,Private,161950.0,Not-in-family,White,Private,Edinburgh,0
22351,Dennis Robert Farrell,45.0,Christianity,Private,219632.0,Husband,White,Private,Oxford,0
22360,Denis Julian Burgess,46.0,Christianity,Self-emp-not-inc,420986.0,Husband,White,Self-emp-not-inc,Swindon,0
22362,Mr. Leigh Wright,55.0,Christianity,Private,288992.0,Unmarried,White,Private,Swindon,0
22415,Karl Hunt,31.0,Christianity,Private,54608.0,Husband,White,Private,East Sean,0
22427,Dr. Charlie Reed,72.0,Christianity,Self-emp-not-inc,285408.0,Husband,White,Self-emp-not-inc,Swindon,0
22449,Mrs. Jay Moore,36.0,Christianity,Private,198202.0,Not-in-family,White,Private,Leeds,0
22459,Eric Lewis,39.0,Christianity,Private,139647.0,Unmarried,White,Private,Edinburgh,0
22464,Ms. Donald Green,54.0,Christianity,Private,103580.0,Unmarried,White,Private,Swindon,0
22467,Mr. Colin Roberts,55.0,Other religions,State-gov,117357.0,Husband,Asian-Pac-Islander,State-gov,Swindon,0
22471,Glen Baker,47.0,Christianity,Local-gov,207677.0,Husband,White,Local-gov,Swindon,0
22473,Mr. Kevin Green,35.0,Christianity,Self-emp-not-inc,60269.0,Husband,White,Self-emp-not-inc,Joelland,0
22482,Mr. Douglas Robinson,40.0,Christianity,Local-gov,306495.0,Husband,White,Local-gov,Leeds,0
22489,Mr. Gordon Naylor,45.0,Christianity,Private,184378.0,Husband,White,Private,Lake Jakeport,0
22496,Thomas Clifford Patel,68.0,Christianity,Private,208478.0,Husband,White,Private,Leeds,0
22503,Colin Walker,65.0,Christianity,Self-emp-inc,66360.0,Husband,White,Self-emp-inc,Swindon,0
22506,Mr. Dennis Booth,31.0,Christianity,Private,167309.0,Husband,White,Private,Swindon,0
22516,Mr. Gary Jones,36.0,Christianity,Private,389725.0,Not-in-family,White,Private,Leeds,0
22549,Dr. Joe Smith,41.0,Not Stated,Local-gov,150755.0,Husband,White,Local-gov,Swindon,0
22560,Paul Jeffrey Richardson,53.0,Christianity,Private,89041.0,Husband,White,Private,Swindon,0
22561,Mr. Keith Maurice Hall,41.0,Christianity,Private,112507.0,Husband,White,Private,Edinburgh,0
22572,Mr. Louis Wilson,46.0,Christianity,Private,165937.0,Unmarried,White,Private,Leeds,0
22582,Mr. Clifford Glover,38.0,Hinduism,Private,38948.0,Husband,White,Private,Oxford,0
22621,Mr. Owen Kirk,35.0,Christianity,Private,188041.0,Husband,White,Private,Swindon,0
22624,Dr. Kieran Bird,38.0,Christianity,Private,249208.0,Husband,White,Private,Williammouth,0
22628,Charlie Robinson,48.0,Christianity,Private,201699.0,Husband,White,Private,Swindon,0
22630,Mr. Robin Jay McKenzie,53.0,Islam,Federal-gov,177647.0,Husband,White,Federal-gov,Swindon,0
22642,Mr. Derek O'Brien,28.0,Christianity,Federal-gov,244473.0,Husband,White,Federal-gov,Swindon,0
22643,Sam Fraser,39.0,Hinduism,Private,176296.0,Husband,Black,Private,Oxford,0
22644,Mr. Christian Jonathan Gardiner,31.0,Christianity,Private,91666.0,Own-child,White,Private,Edinburgh,0
22657,Mr. Callum Michael Miah,38.0,Christianity,Private,320451.0,Husband,Asian-Pac-Islander,Private,Benbury,0
22671,Mr. Shane James Robson,39.0,Christianity,Private,49020.0,Husband,White,Private,Swindon,0
22672,Ms. Steven Sims,38.0,Christianity,Private,178100.0,Not-in-family,White,Private,Leeds,0
22685,Mrs. Shane O'Brien,41.0,Christianity,Private,46990.0,Wife,White,Private,Swindon,0
22687,Gerald Gordon Quinn,48.0,Hinduism,Private,149210.0,Not-in-family,Black,Private,Edinburgh,0
22693,Mr. Denis Charlton,40.0,Christianity,Private,50700.0,Husband,White,Private,Edinburgh,0
22695,Dr. Jonathan Robinson,32.0,Christianity,Private,240441.0,Not-in-family,White,Private,Swindon,0
22699,Louis Ross Pearce,36.0,Christianity,Private,78247.0,Husband,White,Private,Oxford,0
22705,Leslie Price,39.0,Christianity,Private,119177.0,Husband,White,Private,Oxford,0
22738,Mr. Gordon Bailey,52.0,Hinduism,Private,215404.0,Husband,Amer-Indian-Eskimo,Private,Swindon,0
22740,Mr. Benjamin Parry,46.0,Christianity,Private,118889.0,Husband,White,Private,Swindon,0
22754,Dr. Derek Perry,43.0,Christianity,Self-emp-not-inc,29320.0,Unmarried,White,Self-emp-not-inc,Swindon,0
22755,Declan Timothy Morris,53.0,Christianity,Federal-gov,207841.0,Husband,White,Federal-gov,Edinburgh,0
22758,Mr. Adrian Archer,46.0,Christianity,Private,197332.0,Husband,White,Private,Swindon,0
22790,Ronald Luke Gray,37.0,Christianity,Private,186035.0,Husband,White,Private,Lewisburgh,0
22794,George Simpson,39.0,Christianity,Private,117312.0,Wife,White,Private,Swindon,0
22805,Mr. Clive Brown,58.0,Christianity,?,53481.0,Husband,White,?,Edinburgh,0
22812,Guy Brandon Harding,49.0,Christianity,Local-gov,269527.0,Husband,White,Local-gov,Swindon,0
22815,Brett Bell,46.0,Christianity,Private,130779.0,Husband,White,Private,Edinburgh,0
22824,Dennis Hussain,51.0,Not Stated,Private,197163.0,Not-in-family,White,Private,Swindon,0
22836,Eric Singh,40.0,Christianity,Private,199303.0,Husband,White,Private,Leicester,0
22853,Mr. Nigel Bell,67.0,Christianity,?,212759.0,Husband,White,?,East Maurice,0
22855,Kieran Day,40.0,Christianity,Private,205706.0,Wife,White,Private,East Keithtown,0
22864,Dr. Peter Marcus Hancock,36.0,Christianity,Private,166416.0,Husband,White,Private,Edinburgh,0
22867,Mr. Owen Callum Owen,47.0,Christianity,Self-emp-inc,216414.0,Husband,White,Self-emp-inc,Swindon,0
22873,Nigel Bradley,42.0,Christianity,Local-gov,227644.0,Husband,White,Local-gov,Lincoln,0
22877,Mr. Russell Adrian Collins,36.0,Christianity,Private,186415.0,Husband,White,Private,Lake Mohamed,0
22908,Dr. Michael White,41.0,Christianity,Local-gov,153489.0,Other-relative,White,Local-gov,Edinburgh,0
22909,Dr. Raymond Brown,60.0,Christianity,Private,231377.0,Husband,White,Private,Swindon,0
22929,Mr. Dylan Shah,59.0,Christianity,Private,102193.0,Husband,White,Private,New Max,0
22951,Adam Hamilton,51.0,Christianity,Private,268553.0,Husband,White,Private,Swindon,0
22954,Donald French,49.0,Christianity,Local-gov,148549.0,Husband,White,Local-gov,Oxford,0
22959,Mr. Donald Martin Hill,51.0,Christianity,Self-emp-inc,100029.0,Husband,White,Self-emp-inc,Swindon,0
22960,Dr. Shane Norton,54.0,Christianity,Private,215990.0,Husband,White,Private,Swindon,0
22967,Mr. Andrew Matthews,58.0,Christianity,Private,127779.0,Husband,White,Private,Porterstad,0
22975,Mr. Ben Clarke,31.0,Christianity,Private,87891.0,Husband,White,Private,Laurenmouth,0
22976,Mr. Elliott Foster,55.0,Christianity,Private,182314.0,Husband,White,Private,Edinburgh,0
22980,Liam Richards,39.0,Christianity,Private,338320.0,Husband,White,Private,Swindon,0
22998,Mr. Andrew Hunt,68.0,Christianity,Self-emp-inc,182131.0,Husband,White,Self-emp-inc,Swindon,0
22999,Ian Wood,42.0,Hinduism,Private,204415.0,Husband,White,Private,Swindon,0
23018,Mr. Joseph Patrick Page,38.0,Christianity,State-gov,321943.0,Husband,White,State-gov,Swindon,0
23040,Miss Jeffrey Price,38.0,Not Stated,Private,39606.0,Unmarried,White,Private,Edinburgh,0
23053,James Norman Brown,38.0,Islam,Private,160920.0,Husband,White,Private,Swindon,0
23070,Christian Nigel Booth,59.0,Christianity,Private,206532.0,Husband,White,Private,Swindon,0
23089,Reece Richard Shaw,44.0,Christianity,Private,334991.0,Unmarried,White,Private,North Danielleberg,0
23091,Mr. Shaun Campbell,45.0,Christianity,Private,174283.0,Husband,White,Private,Edinburgh,0
23095,Mr. Samuel Jones,34.0,Christianity,Private,176992.0,Husband,White,Private,Bristol,0
23111,Adam Fletcher,61.0,Christianity,Self-emp-not-inc,220342.0,Husband,White,Self-emp-not-inc,Leeds,0
23114,Ms. Nathan Wilkinson,36.0,Christianity,Private,187983.0,Wife,White,Private,Swindon,0
23159,Mrs. Mohammad Ashleigh Doherty,53.0,Christianity,Local-gov,248834.0,Wife,White,Local-gov,Swindon,0
23169,Frederick Collins,31.0,Christianity,Private,101761.0,Husband,White,Private,Frostview,0
23174,Robin Roberts,31.0,Christianity,Local-gov,154950.0,Husband,White,Local-gov,Swindon,0
23197,Michael Rogers,26.0,Christianity,Private,94477.0,Husband,White,Private,Swindon,0
23215,Mr. Gareth James,35.0,Not Stated,Self-emp-not-inc,254304.0,Husband,White,Self-emp-not-inc,Leeds,0
23216,Dr. Guy Sharp,53.0,Christianity,Local-gov,131258.0,Not-in-family,White,Local-gov,Allenfurt,0
23218,Scott Hodgson,41.0,Christianity,Private,241895.0,Husband,White,Private,Swindon,0
23239,Dr. Roy Bibi,47.0,Not Stated,Local-gov,14878.0,Husband,Asian-Pac-Islander,Local-gov,Swindon,0
23247,Craig Moore,37.0,Christianity,Local-gov,194630.0,Not-in-family,White,Local-gov,Swindon,0
23259,Brett Bell,53.0,Christianity,Private,123011.0,Husband,White,Private,Mariashire,0
23272,Connor Thomas Patel,67.0,Christianity,Private,105252.0,Husband,White,Private,Port Emma,0
23280,Mr. Danny Cameron Smith,43.0,Christianity,Private,212894.0,Husband,White,Private,Swindon,0
23285,Lee Peter May,28.0,Not Stated,Private,21856.0,Not-in-family,Black,Private,Edinburgh,0
23288,Dr. Max Booth,47.0,Islam,Private,456062.0,Husband,White,Private,South Bryanmouth,0
23292,Connor Read,55.0,Hinduism,Self-emp-inc,206964.0,Husband,White,Self-emp-inc,Swindon,0
23293,Mr. Dylan Price,35.0,Christianity,Private,198091.0,Husband,White,Private,North Jadeborough,0
23329,Edward Wood,45.0,Not Stated,Self-emp-inc,108100.0,Wife,Asian-Pac-Islander,Self-emp-inc,Swindon,0
23336,Mr. Michael Turnbull,45.0,Christianity,Local-gov,348172.0,Husband,Asian-Pac-Islander,Local-gov,Swindon,0
23340,Mr. Charlie Watson,42.0,Christianity,Self-emp-not-inc,102069.0,Husband,White,Self-emp-not-inc,Edinburgh,0
23341,Dr. Mohammad Wright,48.0,Not Stated,Local-gov,149700.0,Husband,White,Local-gov,Swindon,0
23358,Elliott Griffiths,38.0,Christianity,Self-emp-not-inc,342635.0,Husband,White,Self-emp-not-inc,Edinburgh,0
23364,Mr. Bernard Peters,38.0,Christianity,Private,175232.0,Husband,White,Private,South Gillianburgh,0
23389,Mr. Callum Cooper,46.0,Christianity,Private,380162.0,Husband,Black,Private,Swindon,0
23393,Steven Joel Potter,38.0,Christianity,Self-emp-inc,190759.0,Husband,White,Self-emp-inc,Leeds,0
23396,Dr. Geoffrey Shah,52.0,Christianity,Private,172046.0,Husband,White,Private,Lincoln,0
23399,Glen Morgan,48.0,Not Stated,Self-emp-inc,362835.0,Husband,White,Self-emp-inc,Swindon,0
23441,Dr. Dale Francis White,50.0,Islam,Self-emp-inc,160107.0,Husband,White,Self-emp-inc,North Gavinton,0
23442,Guy Francis Marshall,44.0,Christianity,Private,167265.0,Husband,White,Private,Swindon,0
23463,Karl Williams,45.0,Christianity,Private,112262.0,Husband,White,Private,Swindon,0
23469,Malcolm Carr,39.0,Christianity,Private,215419.0,Wife,White,Private,Edinburgh,0
23475,Josh Maurice Donnelly,33.0,Christianity,Private,341187.0,Husband,White,Private,Lawrenceville,0
23480,Dr. Clive Brady,34.0,Christianity,Private,261418.0,Husband,White,Private,Leeds,0
23498,Mr. Terence Lloyd,53.0,Christianity,Self-emp-not-inc,165278.0,Husband,White,Self-emp-not-inc,Bristol,0
23499,Ms. Graeme Fisher,38.0,Islam,Private,237608.0,Not-in-family,White,Private,Sunderland,0
23505,Mr. Hugh Liam Doyle,30.0,Christianity,Private,208577.0,Husband,White,Private,Leahbury,0
23559,Nigel Phillips,40.0,Christianity,Private,129573.0,Not-in-family,White,Private,Swindon,0
23562,Abdul Julian Walker,40.0,Islam,Self-emp-not-inc,173716.0,Husband,White,Self-emp-not-inc,Clareberg,0
23566,Roger Shane Gill,48.0,Christianity,Private,216093.0,Husband,White,Private,Swindon,0
23571,Alex Frederick Hargreaves,41.0,Not Stated,Private,139907.0,Not-in-family,White,Private,Edinburgh,0
23580,Roy Jeremy Fuller,39.0,Islam,State-gov,171482.0,Not-in-family,White,State-gov,Edinburgh,0
23583,Shaun Bryant,39.0,Christianity,Private,38312.0,Unmarried,White,Private,Edinburgh,0
23584,Mr. Simon Rhys Carter,48.0,Sikhism,Private,119939.0,Husband,White,Private,Leeds,0
23590,Trevor Powell,43.0,Islam,Private,119721.0,Husband,White,Private,Swindon,0
23607,Mr. Arthur Russell Parkin,40.0,Not Stated,Private,174395.0,Husband,White,Private,South Lauraborough,0
23617,Kenneth Ford,61.0,Not Stated,Private,105384.0,Husband,White,Private,Swindon,0
23636,Clive Birch,61.0,Christianity,Private,282923.0,Husband,White,Private,Swindon,0
23650,Mr. Karl Robinson,48.0,Christianity,Local-gov,383384.0,Husband,White,Local-gov,East Jennifer,0
23652,Rhys Brown,42.0,Christianity,Federal-gov,53727.0,Husband,White,Federal-gov,East Louise,0
23659,Mr. Jeremy Humphreys,53.0,Christianity,Private,151411.0,Husband,White,Private,Leeds,0
23661,Jay Long,36.0,Christianity,Self-emp-not-inc,347491.0,Husband,White,Self-emp-not-inc,New Allanfort,0
23668,Frank Allen,44.0,Christianity,Private,147265.0,Husband,White,Private,Swindon,0
23683,Ms. Patrick Allen,52.0,Christianity,Private,215854.0,Not-in-family,White,Private,Shawside,0
23695,Mohammad Marcus Richards,43.0,Islam,Federal-gov,134026.0,Other-relative,White,Federal-gov,Edinburgh,0
23716,Tom Hall,44.0,Not Stated,Private,198965.0,Husband,White,Private,Bristol,0
23720,Mr. John Adam Riley,30.0,Christianity,Private,180299.0,Husband,White,Private,Leeds,0
23740,Mr. Graham Jackson,47.0,Christianity,Private,422813.0,Husband,White,Private,Swindon,0
23763,Duncan Brooks,46.0,Christianity,Private,206459.0,Husband,White,Private,Swindon,0
23769,Mr. Joshua Parker,56.0,Christianity,Local-gov,381965.0,Husband,White,Local-gov,Swindon,0
23778,Christopher Bond,46.0,Christianity,Local-gov,334039.0,Husband,White,Local-gov,Swindon,0
23785,Mr. Nicholas Roberts,36.0,Christianity,Self-emp-not-inc,112497.0,Unmarried,White,Self-emp-not-inc,Swindon,0
23787,Mr. Hugh Young,59.0,Hinduism,?,375049.0,Husband,White,?,Swindon,0
23789,Mr. Norman Russell,34.0,Christianity,Local-gov,182971.0,Husband,White,Local-gov,Debraburgh,0
23793,Miss Richard Bradshaw,43.0,Christianity,Private,498079.0,Unmarried,White,Private,Edinburgh,0
23804,Dr. Jay Reece Marshall,54.0,Christianity,State-gov,198741.0,Husband,White,State-gov,Martynside,0
23854,Maurice Mitchell,27.0,Christianity,Private,193898.0,Husband,White,Private,Swindon,0
23893,Dr. Dominic Gary Mason,35.0,Not Stated,Self-emp-not-inc,213887.0,Husband,White,Self-emp-not-inc,Swindon,0
23894,Mr. Carl Patrick Williams,37.0,Christianity,Private,331395.0,Husband,White,Private,Youngtown,0
23898,Dr. Francis Lynch,41.0,Christianity,Private,188291.0,Husband,White,Private,Port Leemouth,0
23913,Leonard Linda Warren,32.0,Christianity,Self-emp-not-inc,162442.0,Wife,White,Self-emp-not-inc,Swindon,0
23922,William Porter,61.0,Christianity,Federal-gov,229062.0,Husband,White,Federal-gov,Swindon,0
23929,Dean Webster,29.0,Hinduism,Private,124680.0,Not-in-family,White,Private,Swindon,0
23947,Karl Coleman,41.0,Not Stated,Private,136419.0,Husband,White,Private,Leicester,0
23948,Henry Bell,41.0,Islam,Local-gov,189956.0,Wife,Black,Local-gov,Swindon,0
23955,Declan Kelly,36.0,Christianity,Private,119098.0,Husband,White,Private,Port Roger,0
23962,Ms. James Jennifer Wright,43.0,Islam,Private,216497.0,Unmarried,White,Private,Edinburgh,0
23986,Mr. Damien Bailey,48.0,Christianity,Private,192793.0,Husband,White,Private,Swindon,0
23992,Thomas Smith,42.0,Christianity,Private,247695.0,Husband,White,Private,Swindon,0
24000,Stuart Hunt,41.0,Christianity,State-gov,377018.0,Husband,White,State-gov,Lincoln,0
24002,Francis Arnold,61.0,Not Stated,?,188236.0,Not-in-family,White,?,Edinburgh,0
24011,Roy Glenn Wilkins,39.0,Islam,Private,165930.0,Husband,White,Private,Edinburgh,0
24013,Ross Liam Whittaker,40.0,Christianity,Private,120277.0,Not-in-family,White,Private,Edinburgh,0
24049,Mr. Victor Stanley Graham,54.0,Christianity,Federal-gov,290290.0,Not-in-family,White,Federal-gov,North Leanneton,0
24052,Dr. Bruce Carpenter,35.0,Christianity,Federal-gov,49657.0,Husband,White,Federal-gov,Edinburgh,0
24056,Miss Shane Green,41.0,Islam,Local-gov,202872.0,Wife,White,Local-gov,Swindon,0
24086,Mr. Gordon Roberts,61.0,Christianity,Private,139391.0,Not-in-family,White,Private,Edinburgh,0
24113,Donald Ryan Perry,51.0,Christianity,Private,134766.0,Husband,White,Private,Swindon,0
24118,Anthony O'Donnell,31.0,Christianity,Private,227446.0,Husband,White,Private,South Philipfort,0
24141,Rhys Hannah Taylor,30.0,Christianity,Private,186346.0,Not-in-family,White,Private,Oxford,0
24153,Keith Miah,39.0,Not Stated,Private,172538.0,Husband,White,Private,New Patriciatown,0
24166,Dr. Connor Pritchard,50.0,Not Stated,Local-gov,100480.0,Husband,White,Local-gov,Swindon,0
24185,Christopher Frank Davies,30.0,Christianity,Private,65920.0,Not-in-family,Black,Private,Edinburgh,0
24222,Russell Schofield,43.0,Christianity,Private,34278.0,Husband,White,Private,Swindon,0
24234,Dale Rhys Brown,42.0,Christianity,Private,206066.0,Husband,White,Private,Bristol,0
24240,Miss Charles Clark,36.0,Christianity,Private,32334.0,Wife,White,Private,Swindon,0
24244,Gerald Morgan,45.0,Christianity,Self-emp-inc,359259.0,Not-in-family,White,Self-emp-inc,Leeds,0
24249,Miss Tom Kaur,31.0,Christianity,Private,231569.0,Not-in-family,Black,Private,Bristol,0
24269,Arthur John Francis,41.0,Christianity,Private,178431.0,Husband,Asian-Pac-Islander,Private,Oxford,0
24270,Glenn Leigh Kemp,43.0,Christianity,Private,510072.0,Husband,White,Private,Farmerside,0
24276,Mr. Marc Steele,49.0,Christianity,State-gov,171926.0,Husband,White,State-gov,Port Brenda,0
24280,Mr. Jeremy Conor Shah,54.0,Christianity,Self-emp-not-inc,105478.0,Husband,White,Self-emp-not-inc,Swindon,0
24310,Mr. Norman Bird,52.0,Christianity,Private,310774.0,Husband,White,Private,Swindon,0
24317,Mr. Gordon Bird,30.0,Christianity,Federal-gov,360527.0,Husband,White,Federal-gov,Swindon,0
24320,Mr. Elliott Reid,25.0,Christianity,Local-gov,452640.0,Not-in-family,White,Local-gov,Swindon,0
24333,Mrs. Mohammed Leanne North,57.0,Christianity,Private,164332.0,Wife,White,Private,Lincoln,0
24335,Darren Day,49.0,Islam,Private,34377.0,Husband,White,Private,Bristol,0
24353,Nicholas Brown,51.0,Not Stated,Private,162745.0,Husband,White,Private,Swindon,0
24357,Miss Clifford Nicholls,73.0,Christianity,Private,148003.0,Wife,White,Private,Swindon,0
24358,Stephen Evans,52.0,Christianity,Private,215647.0,Not-in-family,White,Private,Edinburgh,0
24360,Mr. Joe Jason Smith,54.0,Christianity,Private,421561.0,Husband,White,Private,Swindon,0
24361,Mr. Phillip Ronald Garner,42.0,Not Stated,Private,149909.0,Husband,White,Private,Sheilaburgh,0
24372,Adrian Smith,38.0,Islam,Private,193689.0,Husband,White,Private,Swindon,0
24389,Sean Lloyd,43.0,Christianity,Self-emp-inc,188615.0,Husband,White,Self-emp-inc,Swindon,0
24395,Michael Ward,51.0,Christianity,Private,123429.0,Not-in-family,White,Private,Edinburgh,0
24418,Mr. Nathan Bond,45.0,Christianity,Local-gov,257855.0,Husband,Black,Local-gov,Edinburgh,0
24422,Mr. Nigel Taylor,37.0,Christianity,Private,160035.0,Husband,White,Private,Swindon,0
24424,Frederick Davis,34.0,Christianity,Self-emp-not-inc,140011.0,Husband,White,Self-emp-not-inc,Edinburgh,0
24432,Mrs. Gerard Fox,30.0,Christianity,Local-gov,48542.0,Wife,White,Local-gov,East Graceville,0
24444,Danny Turner,37.0,Christianity,Private,250238.0,Other-relative,Other,Private,Edinburgh,0
24445,Mrs. Connor Barbara Hodgson,51.0,Christianity,Private,25031.0,Wife,White,Private,Normanfurt,0
24446,Albert Vincent Summers,43.0,Christianity,Local-gov,255847.0,Husband,White,Local-gov,Bristol,0
24448,Ms. Jason Hunter,55.0,Christianity,Private,408537.0,Unmarried,White,Private,Swindon,0
24479,Jordan Ashley Morton,44.0,Christianity,Private,221172.0,Husband,White,Private,Sunderland,0
24480,Matthew Ronald Jackson,46.0,Christianity,Private,54190.0,Husband,White,Private,Oxford,0
24481,Justin Watts,60.0,Christianity,Private,93997.0,Husband,White,Private,Swindon,0
24484,Joel Sophie Day,38.0,Christianity,Private,186325.0,Wife,White,Private,Edinburgh,0
24491,Mr. Christopher Patel,43.0,Christianity,Private,149210.0,Husband,White,Private,Swindon,0
24501,Mr. Samuel Kelly,34.0,Christianity,Private,24266.0,Husband,White,Private,Swindon,0
24509,Jay Lydia Hussain,48.0,Christianity,Private,94809.0,Wife,White,Private,Oxford,0
24517,Mr. Ashley Walsh,51.0,Islam,Self-emp-inc,155574.0,Husband,White,Self-emp-inc,Swindon,0
24523,Dr. Kieran Gerald Brown,46.0,Christianity,Self-emp-inc,125892.0,Husband,White,Self-emp-inc,Morrisfort,0
24534,Gareth Potts,36.0,Christianity,Private,189674.0,Other-relative,Black,Private,Edinburgh,0
24563,Miss Terence Bethany Robinson,45.0,Christianity,Private,202872.0,Not-in-family,White,Private,Leicester,0
24569,Robin Gough,45.0,Not Stated,Private,124747.0,Wife,White,Private,Swindon,0
24570,Jason Fletcher,38.0,Christianity,Private,276559.0,Husband,White,Private,Swindon,0
24579,Graeme Taylor,51.0,Christianity,Private,48343.0,Husband,White,Private,Edinburgh,0
24584,Frank Saunders,44.0,Christianity,Private,247880.0,Not-in-family,White,Private,Swindon,0
